0	Gene::196500
1	Gene::202
2	Compound::DB04917
3	Compound::DB08992
4	Compound::DB01154
5	Compound::DB13295
6	Gene::5253
7	Gene::1001
8	Compound::DB01177
9	Gene::7172
10	Disease::MESH:D001528
11	Gene::6775
12	Gene::714
13	Gene::1991
14	Gene::151306
15	Gene::2920
16	Compound::DB11823
17	Compound::DB13014
18	Compound::DB13434
19	Compound::DB13760
20	Gene::10914
21	Gene::4846
22	Compound::DB02772
23	Gene::541669
24	Compound::DB00215
25	Compound::DB11552
26	Compound::DB01008
27	Compound::DB15274
28	Compound::DB00427
29	Compound::DB00942
30	Compound::DB08797
31	Compound::DB11785
32	Compound::DB00041
33	Compound::DB01281
34	Compound::DB00404
35	Disease::MESH:D016584
36	Compound::DB01175
37	Side Effect::C0027051
38	Compound::DB00490
39	Disease::MESH:D002012
40	Compound::DB01194
41	Side Effect::C0162429
42	Gene::8833
43	Gene::23576
44	Compound::DB00757
45	Compound::DB13725
46	Compound::DB00527
47	Disease::MESH:D028361
48	Compound::DB01227
49	Compound::DB13478
50	Compound::DB00559
51	Side Effect::C0428977
52	Compound::DB01267
53	Side Effect::C0027609
54	Compound::DB01079
55	Compound::DB05496
56	Compound::DB14724
57	Compound::DB01015
58	Compound::DB01053
59	Gene::344
60	Gene::22841
61	Compound::DB00316
62	Compound::DB01351
63	Disease::MESH:D010518
64	Gene::516
65	Gene::498
66	Gene::4637
67	Gene::5465
68	Gene::9611
69	Compound::DB03461
70	Gene::237038
71	Compound::DB08916
72	Gene::9988
73	Compound::DB01700
74	Compound::DB09383
75	Compound::DB00753
76	Compound::DB07402
77	Compound::DB00835
78	Compound::DB06738
79	Compound::DB09281
80	Compound::DB13954
81	Compound::DB06708
82	Compound::DB12523
83	Disease::MESH:D007680
84	Gene::55973
85	Gene::3238
86	Gene::4094
87	Gene::21803
88	Gene::12549
89	Compound::DB00381
90	Gene::185
91	Disease::MESH:D012559
92	Gene::9793
93	Compound::DB01236
94	Side Effect::C3203358
95	Compound::DB00368
96	Gene::152
97	Compound::DB12111
98	Gene::140609
99	Gene::9695
100	Compound::DB08862
101	Gene::24797
102	Compound::DB00715
103	Side Effect::C0002418
104	Compound::DB00177
105	Compound::DB08904
106	Gene::3981
107	Gene::283871
108	Gene::100009129
109	Disease::MESH:D014605
110	Compound::DB00179
111	Compound::DB01288
112	Gene::5682
113	Gene::5690
114	Compound::DB00158
115	Gene::24854
116	Gene::578
117	Gene::2261
118	Compound::DB11685
119	Compound::DB12456
120	Gene::2028
121	Disease::MESH:D004393
122	Gene::8192
123	Gene::10845
124	Compound::DB13791
125	Compound::DB13817
126	Compound::DB01424
127	Compound::DB14643
128	Compound::DB01009
129	Compound::DB00356
130	Compound::DB02942
131	Gene::8411
132	Compound::DB00741
133	Compound::DB00635
134	Gene::29946
135	Gene::27122
136	Compound::DB06016
137	Compound::DB09242
138	Gene::6303
139	Gene::51566
140	Gene::19881
141	Gene::19133
142	Compound::DB00231
143	Compound::DB09091
144	Compound::DB00541
145	Compound::DB08907
146	Compound::DB00959
147	Compound::DB06688
148	Gene::4216
149	Gene::51026
150	Compound::DB00991
151	Side Effect::C0014742
152	Compound::DB00159
153	Compound::DB14754
154	Compound::DB00448
155	Side Effect::C0011616
156	Compound::DB00660
157	Compound::DB11338
158	Compound::DB01148
159	Compound::DB00487
160	Compound::DB06724
161	Compound::DB00645
162	Compound::DB00515
163	Compound::DB01205
164	Compound::DB00413
165	Side Effect::C2938875
166	Compound::DB00320
167	Compound::DB00723
168	Gene::203
169	Gene::58472
170	Compound::DB01136
171	Compound::DB06605
172	Gene::55723
173	Gene::102
174	Gene::9367
175	Gene::11034
176	Compound::DB01215
177	Compound::DB02377
178	Gene::9564
179	Gene::8412
180	Gene::54676
181	Gene::1504
182	Compound::DB01594
183	Compound::DB08329
184	Compound::DB00829
185	Compound::DB01234
186	Compound::DB06292
187	Compound::DB11750
188	Gene::466
189	Gene::54442
190	Compound::DB01338
191	Compound::DB01545
192	Compound::DB00608
193	Compound::DB11110
194	Compound::DB00612
195	Side Effect::C0033860
196	Compound::DB04918
197	Compound::DB11077
198	Compound::DB08840
199	Compound::DB09288
200	Gene::1655
201	Gene::4088
202	Compound::DB00861
203	Compound::DB09022
204	Gene::5631
205	Gene::387082
206	Compound::DB00886
207	Compound::DB12399
208	Compound::DB01161
209	Compound::DB01325
210	Gene::3487
211	Gene::55651
212	Compound::DB04884
213	Compound::DB13070
214	Gene::12955
215	Disease::MESH:C563319
216	Compound::DB11609
217	Compound::DB00204
218	Compound::DB06788
219	Gene::4312
220	Disease::MESH:D006333
221	Compound::DB00402
222	Compound::DB12184
223	Compound::DB01140
224	Side Effect::C0852911
225	Compound::DB02925
226	Gene::5940
227	Gene::56122
228	Compound::DB04823
229	Compound::DB09015
230	Compound::DB09194
231	Compound::DB14672
232	Compound::DB00625
233	Gene::79080
234	Compound::DB09272
235	Compound::DB12930
236	Compound::DB01555
237	Compound::DB13448
238	Compound::DB00343
239	Compound::DB01250
240	Compound::DB00567
241	Compound::DB06268
242	Compound::DB13398
243	Compound::DB05039
244	Compound::DB14094
245	Compound::DB00854
246	Compound::DB13522
247	Compound::DB00986
248	Compound::DB13550
249	Compound::DB00441
250	Gene::6347
251	Gene::627
252	Gene::11168
253	Gene::63898
254	Disease::MESH:D006528
255	Compound::DB00980
256	Compound::DB00033
257	Compound::DB12945
258	Compound::DB06119
259	Compound::DB12093
260	Compound::DB01089
261	Compound::DB13783
262	Compound::DB08903
263	Compound::DB09229
264	Disease::MESH:D001932
265	Symptom::D004401
266	Gene::3105
267	Gene::6955
268	Compound::DB00758
269	Compound::DB00976
270	Compound::DB08972
271	Compound::DB12713
272	Gene::133522
273	Compound::DB00988
274	Compound::DB09106
275	Gene::668
276	Disease::MESH:D006106
277	Compound::DB00268
278	Compound::DB13584
279	Compound::DB01238
280	Compound::DB11755
281	Gene::693180
282	Disease::MESH:D009369
283	Gene::7874
284	Gene::211
285	Side Effect::C0424295
286	Compound::DB00760
287	Compound::DB08872
288	Compound::DB00761
289	Compound::DB09276
290	Compound::DB04037
291	Gene::20493584
292	Disease::MESH:D008545
293	Gene::9826
294	Compound::DB12338
295	Gene::65988
296	Gene::148022
